Geographic location,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2012=100)
..REGION VIII (EASTERN VISAYAS),Other vegetable-based products,..
..REGION VIII (EASTERN VISAYAS),NON-FOOD,2.38003167
..REGION VIII (EASTERN VISAYAS),CLOTHING AND FOOTWEAR,0.17272882
..REGION VIII (EASTERN VISAYAS),CLOTHING,0.12194563
..REGION VIII (EASTERN VISAYAS),Clothing materials (SD),0.00021375
..REGION VIII (EASTERN VISAYAS),Garments (SD),0.12092349
..REGION VIII (EASTERN VISAYAS),Other articles of clothing and clothing accessories (SD),0.00044622
..REGION VIII (EASTERN VISAYAS),"Cleaning, repair and hire of clothing (S)",0.00036217
..REGION VIII (EASTERN VISAYAS),FOOTWEAR,0.05078319
..REGION VIII (EASTERN VISAYAS),Shoes and other footwear (SD),0.05067143
..REGION VIII (EASTERN VISAYAS),Repair and hire of footwear (S),0.00011176
..REGION VIII (EASTERN VISAYAS),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",1.01090770
..REGION VIII (EASTERN VISAYAS),ACTUAL RENTALS FOR HOUSING,0.49649185
..REGION VIII (EASTERN VISAYAS),Actual rentals paid by tenants (S),0.49649185
..REGION VIII (EASTERN VISAYAS),MAINTENANCE AND REPAIR OF THE DWELLING,0.02823054
..REGION VIII (EASTERN VISAYAS),Materials for the maintenance and repair of the dwelling (ND),0.02677019
..REGION VIII (EASTERN VISAYAS),Services for the maintenance and repair of the dwelling (S),0.00146035
..REGION VIII (EASTERN VISAYAS),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.02814509
..REGION VIII (EASTERN VISAYAS),Water supply (ND),0.02814509
..REGION VIII (EASTERN VISAYAS),"ELECTRICITY, GAS AND OTHER FUELS",0.45804022
..REGION VIII (EASTERN VISAYAS),Electricity (ND),0.15482882
..REGION VIII (EASTERN VISAYAS),Gas (ND),0.00773191
..REGION VIII (EASTERN VISAYAS),Liquid fuels (ND),0.03676165
..REGION VIII (EASTERN VISAYAS),Solid fuels (ND),0.25871784
..REGION VIII (EASTERN VISAYAS),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.13382233
..REGION VIII (EASTERN VISAYAS),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00473694
..REGION VIII (EASTERN VISAYAS),Furniture and furnishings (D),0.00443409
..REGION VIII (EASTERN VISAYAS),Carpets and other floor coverings (D),0.00030285
..REGION VIII (EASTERN VISAYAS),HOUSEHOLD TEXTILES,0.00330683
..REGION VIII (EASTERN VISAYAS),Household textiles (SD),0.00330683
..REGION VIII (EASTERN VISAYAS),HOUSEHOLD APPLIANCES,0.00542168
..REGION VIII (EASTERN VISAYAS),Major household appliances whether electric or not (D),0.00403521
..REGION VIII (EASTERN VISAYAS),Small electric household appliances (SD),0.00119905
..REGION VIII (EASTERN VISAYAS),Repair of household appliances (S),0.00018742
..REGION VIII (EASTERN VISAYAS),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00323610
..REGION VIII (EASTERN VISAYAS),"Glassware, tableware and household utensils (SD)",0.00323610
..REGION VIII (EASTERN VISAYAS),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00061511
..REGION VIII (EASTERN VISAYAS),Major tools and equipment (D),0.00030755
..REGION VIII (EASTERN VISAYAS),Small tools and miscellaneous accessories (SD),0.00030756
..REGION VIII (EASTERN VISAYAS),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.11650567
..REGION VIII (EASTERN VISAYAS),Non-durable household goods (ND),0.11442686
..REGION VIII (EASTERN VISAYAS),Domestic services and household services (S),0.00207881
..REGION VIII (EASTERN VISAYAS),HEALTH,0.12322693
..REGION VIII (EASTERN VISAYAS),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.06513072
..REGION VIII (EASTERN VISAYAS),Pharmaceutical Products (ND),0.06155201
..REGION VIII (EASTERN VISAYAS),Other medical products (ND),0.00181281
..REGION VIII (EASTERN VISAYAS),Therapeutic appliances and equipment (D),0.00176590
..REGION VIII (EASTERN VISAYAS),OUTPATIENT SERVICES,0.01376573
..REGION VIII (EASTERN VISAYAS),Medical services,0.01134943
..REGION VIII (EASTERN VISAYAS),Dental services (S),0.00038358
..REGION VIII (EASTERN VISAYAS),Paramedical services (S),0.00203272
..REGION VIII (EASTERN VISAYAS),HOSPITAL SERVICES,0.04433048
..REGION VIII (EASTERN VISAYAS),Hospital services (In-Patient Services),0.04433048
..REGION VIII (EASTERN VISAYAS),TRANSPORT,0.25836650
..REGION VIII (EASTERN VISAYAS),Purchase of vehicles,0.02241887
..REGION VIII (EASTERN VISAYAS),Motorcycle,0.01116009
..REGION VIII (EASTERN VISAYAS),Bicycle and tricycle,0.01125878
..REGION VIII (EASTERN VISAYAS),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.03145362
..REGION VIII (EASTERN VISAYAS),Spare parts and accessories for personal transport equipment (SD),0.00248738
..REGION VIII (EASTERN VISAYAS),Fuel and lubricants for personal transport equipment (ND),0.02759800
..REGION VIII (EASTERN VISAYAS),Maintenance and repair of personal transport equipment (S),0.00136824
..REGION VIII (EASTERN VISAYAS),Other services with respect of personal transport equipment (S),..
..REGION VIII (EASTERN VISAYAS),TRANSPORT SERVICES,0.20449401
..REGION VIII (EASTERN VISAYAS),Passenger transport by railway,..
..REGION VIII (EASTERN VISAYAS),Passenger transport by road,0.17833939
..REGION VIII (EASTERN VISAYAS),Passenger transport by air,0.00068869
..REGION VIII (EASTERN VISAYAS),Passenger transport by sea and inland waterway,0.02546593
..REGION VIII (EASTERN VISAYAS),COMMUNICATION,0.06131368
..REGION VIII (EASTERN VISAYAS),POSTAL SERVICES,0.00000280
..REGION VIII (EASTERN VISAYAS),Postal services (S),0.00000280
..REGION VIII (EASTERN VISAYAS),TELEPHONE AND TELEFAX EQUIPMENT,0.01175436
..REGION VIII (EASTERN VISAYAS),Telephone and telefax equipment (S),0.01175436
..REGION VIII (EASTERN VISAYAS),TELEPHONE AND TELEFAX SERVICES,0.04955652
..REGION VIII (EASTERN VISAYAS),Telephone and telefax services (S),0.04955652
..REGION VIII (EASTERN VISAYAS),RECREATION AND CULTURE,0.05863417
..REGION VIII (EASTERN VISAYAS),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.01361484
..REGION VIII (EASTERN VISAYAS),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.01170654
..REGION VIII (EASTERN VISAYAS),Photographic and cinematographic equipment and optical instruments (D),0.00001811
..REGION VIII (EASTERN VISAYAS),Information processing equipment (D),0.00175460
..REGION VIII (EASTERN VISAYAS),Recording media (SD),0.00012600
..REGION VIII (EASTERN VISAYAS),"Repair of audio-visual, photographic and information processing equipment (S)",0.00000959
..REGION VIII (EASTERN VISAYAS),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,..
..REGION VIII (EASTERN VISAYAS),Musical instruments and major durables for indoor recreation (D),..
..REGION VIII (EASTERN VISAYAS),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00379717
..REGION VIII (EASTERN VISAYAS),"Games, toys and hobbies (SD)",0.00188554
..REGION VIII (EASTERN VISAYAS),"Equipment for sport, camping and open-air recreation (SD)",0.00002286
..REGION VIII (EASTERN VISAYAS),"Gardens, plants and flowers (ND)",0.00017288
..REGION VIII (EASTERN VISAYAS),Pets and related products (ND),0.00171589
..REGION VIII (EASTERN VISAYAS),RECREATIONAL AND CULTURAL SERVICES,0.01042172
..REGION VIII (EASTERN VISAYAS),Recreational and sporting services (S),0.00007776
..REGION VIII (EASTERN VISAYAS),Cultural services (S),0.00328842
..REGION VIII (EASTERN VISAYAS),Games of chance (S),0.00705554
..REGION VIII (EASTERN VISAYAS),NEWSPAPERS. BOOKS AND STATIONERY,0.03080044
..REGION VIII (EASTERN VISAYAS),Books (SD),0.00096746
..REGION VIII (EASTERN VISAYAS),Newspapers and periodicals (ND),0.00001875
..REGION VIII (EASTERN VISAYAS),Miscellaneous printed matter (ND),0.00047575
..REGION VIII (EASTERN VISAYAS),Stationery and drawing materials (ND),0.02933848
..REGION VIII (EASTERN VISAYAS),EDUCATION,0.08138080
..REGION VIII (EASTERN VISAYAS),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.01343476
..REGION VIII (EASTERN VISAYAS),Pre-primary education services (S),0.00219378
..REGION VIII (EASTERN VISAYAS),Primary education services (S),0.01124098
..REGION VIII (EASTERN VISAYAS),SECONDARY (HIGH SCHOOL) EDUCATION,0.01381326
..REGION VIII (EASTERN VISAYAS),Secondary education services (S),0.01381326
..REGION VIII (EASTERN VISAYAS),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00204158
..REGION VIII (EASTERN VISAYAS),Post-secondary non-tertiary education services (S),0.00204158
..REGION VIII (EASTERN VISAYAS),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.05113961
..REGION VIII (EASTERN VISAYAS),First stage of tertiary education services (S),0.04485235
..REGION VIII (EASTERN VISAYAS),Second stage of tertiary education services (S),0.00628726
..REGION VIII (EASTERN VISAYAS),EDUCATION NOT DEFINABLE BY LEVEL,0.00095159
..REGION VIII (EASTERN VISAYAS),Education services not definable by level (S),0.00095159
..REGION VIII (EASTERN VISAYAS),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.47965074
..REGION VIII (EASTERN VISAYAS),CATERING SERVICES,0.14990623
..REGION VIII (EASTERN VISAYAS),"Restaurants, cafes and the like (S)",0.14990623
..REGION VIII (EASTERN VISAYAS),PERSONAL CARE,0.28445705
..REGION VIII (EASTERN VISAYAS),Hairdressing salons and personal grooming establishments (S),0.02276971
..REGION VIII (EASTERN VISAYAS),Electric appliances for personal care (SD),..
..REGION VIII (EASTERN VISAYAS),"Other appliances, articles and products for personal care (ND)",0.26168734
..REGION VIII (EASTERN VISAYAS),"PERSONAL EFFECTS, N.E.C.",0.03771134
..REGION VIII (EASTERN VISAYAS),"Jewellery, clocks and watches (D)",0.02716776
..REGION VIII (EASTERN VISAYAS),Other personal effects (SD),0.01054358
..REGION VIII (EASTERN VISAYAS),"OTHER SERVICES, n.e.c.",0.00757612
..REGION VIII (EASTERN VISAYAS),"Other services, n.e.c.",0.00757612
..REGION IX (ZAMBOANGA PENINSULA),ALL ITEMS,4.71940049
..REGION IX (ZAMBOANGA PENINSULA),FOOD AND NON-ALCOHOLIC BEVERAGES,3.02712674
..REGION IX (ZAMBOANGA PENINSULA),FOOD,2.88942396
..REGION IX (ZAMBOANGA PENINSULA),Bread and cereals (ND),1.53820627
..REGION IX (ZAMBOANGA PENINSULA),Rice,0.85105528
..REGION IX (ZAMBOANGA PENINSULA),Corn,0.53995387
..REGION IX (ZAMBOANGA PENINSULA),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.14719712
..REGION IX (ZAMBOANGA PENINSULA),Meat (ND),0.17108175
..REGION IX (ZAMBOANGA PENINSULA),Fish  and Seafood (ND),0.55002514
..REGION IX (ZAMBOANGA PENINSULA),"Milk, cheese and eggs (ND)",0.12537382
..REGION IX (ZAMBOANGA PENINSULA),Oils and fats (ND),0.04686108
..REGION IX (ZAMBOANGA PENINSULA),Fruit (ND),0.07638591
..REGION IX (ZAMBOANGA PENINSULA),Vegetables (ND),0.23993954
..REGION IX (ZAMBOANGA PENINSULA),"Sugar, jam, honey, chocolate and confectionery (ND)",0.06751911
..REGION IX (ZAMBOANGA PENINSULA),Food products n.e.c. (ND),0.07403134
..REGION IX (ZAMBOANGA PENINSULA),NON-ALCOHOLIC BEVERAGES,0.13770278
..REGION IX (ZAMBOANGA PENINSULA),"Coffee, tea and cocoa (ND)",0.09018707
..REGION IX (ZAMBOANGA PENINSULA),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.04751571
..REGION IX (ZAMBOANGA PENINSULA),ALCOHOLIC BEVERAGES AND TOBACCO,0.10880811
..REGION IX (ZAMBOANGA PENINSULA),ALCOHOLIC BEVERAGES,0.03795099
..REGION IX (ZAMBOANGA PENINSULA),Spirits (ND),0.01253942
..REGION IX (ZAMBOANGA PENINSULA),Wine (ND),0.02004459
..REGION IX (ZAMBOANGA PENINSULA),Beer (ND),0.00536698
..REGION IX (ZAMBOANGA PENINSULA),TOBACCO,0.07085712
..REGION IX (ZAMBOANGA PENINSULA),Tobacco (ND),0.07085712
..REGION IX (ZAMBOANGA PENINSULA),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..REGION IX (ZAMBOANGA PENINSULA),Other vegetable-based products,..
..REGION IX (ZAMBOANGA PENINSULA),NON-FOOD,1.58346564
..REGION IX (ZAMBOANGA PENINSULA),CLOTHING AND FOOTWEAR,0.13811999
..REGION IX (ZAMBOANGA PENINSULA),CLOTHING,0.09718280
..REGION IX (ZAMBOANGA PENINSULA),Clothing materials (SD),0.00036130
..REGION IX (ZAMBOANGA PENINSULA),Garments (SD),0.09651272
..REGION IX (ZAMBOANGA PENINSULA),Other articles of clothing and clothing accessories (SD),0.00025307
..REGION IX (ZAMBOANGA PENINSULA),"Cleaning, repair and hire of clothing (S)",0.00005571
..REGION IX (ZAMBOANGA PENINSULA),FOOTWEAR,0.04093719
..REGION IX (ZAMBOANGA PENINSULA),Shoes and other footwear (SD),0.04086571
..REGION IX (ZAMBOANGA PENINSULA),Repair and hire of footwear (S),0.00007148
..REGION IX (ZAMBOANGA PENINSULA),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.56118105
..REGION IX (ZAMBOANGA PENINSULA),ACTUAL RENTALS FOR HOUSING,0.27551268
..REGION IX (ZAMBOANGA PENINSULA),Actual rentals paid by tenants (S),0.27551268
..REGION IX (ZAMBOANGA PENINSULA),MAINTENANCE AND REPAIR OF THE DWELLING,0.01463338
..REGION IX (ZAMBOANGA PENINSULA),Materials for the maintenance and repair of the dwelling (ND),0.01299043
..REGION IX (ZAMBOANGA PENINSULA),Services for the maintenance and repair of the dwelling (S),0.00164295
..REGION IX (ZAMBOANGA PENINSULA),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.03486315
..REGION IX (ZAMBOANGA PENINSULA),Water supply (ND),0.03486315
..REGION IX (ZAMBOANGA PENINSULA),"ELECTRICITY, GAS AND OTHER FUELS",0.23617184
..REGION IX (ZAMBOANGA PENINSULA),Electricity (ND),0.07424498
..REGION IX (ZAMBOANGA PENINSULA),Gas (ND),0.00122364
..REGION IX (ZAMBOANGA PENINSULA),Liquid fuels (ND),0.02925145
..REGION IX (ZAMBOANGA PENINSULA),Solid fuels (ND),0.13145177
..REGION IX (ZAMBOANGA PENINSULA),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.08113510
..REGION IX (ZAMBOANGA PENINSULA),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00240792
..REGION IX (ZAMBOANGA PENINSULA),Furniture and furnishings (D),0.00229649
..REGION IX (ZAMBOANGA PENINSULA),Carpets and other floor coverings (D),0.00011143
..REGION IX (ZAMBOANGA PENINSULA),HOUSEHOLD TEXTILES,0.00289607
..REGION IX (ZAMBOANGA PENINSULA),Household textiles (SD),0.00289607
..REGION IX (ZAMBOANGA PENINSULA),HOUSEHOLD APPLIANCES,0.00344397
..REGION IX (ZAMBOANGA PENINSULA),Major household appliances whether electric or not (D),0.00288914
..REGION IX (ZAMBOANGA PENINSULA),Small electric household appliances (SD),0.00051653
..REGION IX (ZAMBOANGA PENINSULA),Repair of household appliances (S),0.00003830
..REGION IX (ZAMBOANGA PENINSULA),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00172089
..REGION IX (ZAMBOANGA PENINSULA),"Glassware, tableware and household utensils (SD)",0.00172089
..REGION IX (ZAMBOANGA PENINSULA),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00045367
..REGION IX (ZAMBOANGA PENINSULA),Major tools and equipment (D),0.00022683
..REGION IX (ZAMBOANGA PENINSULA),Small tools and miscellaneous accessories (SD),0.00022684
..REGION IX (ZAMBOANGA PENINSULA),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.07021258
..REGION IX (ZAMBOANGA PENINSULA),Non-durable household goods (ND),0.07009681
..REGION IX (ZAMBOANGA PENINSULA),Domestic services and household services (S),0.00011577
..REGION IX (ZAMBOANGA PENINSULA),HEALTH,0.08530703
..REGION IX (ZAMBOANGA PENINSULA),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.03869463
..REGION IX (ZAMBOANGA PENINSULA),Pharmaceutical Products (ND),0.03638368
..REGION IX (ZAMBOANGA PENINSULA),Other medical products (ND),0.00216810
..REGION IX (ZAMBOANGA PENINSULA),Therapeutic appliances and equipment (D),0.00014285
..REGION IX (ZAMBOANGA PENINSULA),OUTPATIENT SERVICES,0.00762739
..REGION IX (ZAMBOANGA PENINSULA),Medical services,0.00550374
..REGION IX (ZAMBOANGA PENINSULA),Dental services (S),0.00040716
..REGION IX (ZAMBOANGA PENINSULA),Paramedical services (S),0.00171649
..REGION IX (ZAMBOANGA PENINSULA),HOSPITAL SERVICES,0.03898501
..REGION IX (ZAMBOANGA PENINSULA),Hospital services (In-Patient Services),0.03898501
..REGION IX (ZAMBOANGA PENINSULA),TRANSPORT,0.21812008
..REGION IX (ZAMBOANGA PENINSULA),Purchase of vehicles,0.02965228
..REGION IX (ZAMBOANGA PENINSULA),Motorcycle,0.02758622
..REGION IX (ZAMBOANGA PENINSULA),Bicycle and tricycle,0.00206606
..REGION IX (ZAMBOANGA PENINSULA),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.02477461
..REGION IX (ZAMBOANGA PENINSULA),Spare parts and accessories for personal transport equipment (SD),0.00170350
..REGION IX (ZAMBOANGA PENINSULA),Fuel and lubricants for personal transport equipment (ND),0.02079826
..REGION IX (ZAMBOANGA PENINSULA),Maintenance and repair of personal transport equipment (S),0.00227285
..REGION IX (ZAMBOANGA PENINSULA),Other services with respect of personal transport equipment (S),..
..REGION IX (ZAMBOANGA PENINSULA),TRANSPORT SERVICES,0.16369319
..REGION IX (ZAMBOANGA PENINSULA),Passenger transport by railway,..
..REGION IX (ZAMBOANGA PENINSULA),Passenger transport by road,0.15486232
..REGION IX (ZAMBOANGA PENINSULA),Passenger transport by air,0.00047403
..REGION IX (ZAMBOANGA PENINSULA),Passenger transport by sea and inland waterway,0.00835684
..REGION IX (ZAMBOANGA PENINSULA),COMMUNICATION,0.05566549
..REGION IX (ZAMBOANGA PENINSULA),POSTAL SERVICES,0.00005172
..REGION IX (ZAMBOANGA PENINSULA),Postal services (S),0.00005172
..REGION IX (ZAMBOANGA PENINSULA),TELEPHONE AND TELEFAX EQUIPMENT,0.01969701
..REGION IX (ZAMBOANGA PENINSULA),Telephone and telefax equipment (S),0.01969701
..REGION IX (ZAMBOANGA PENINSULA),TELEPHONE AND TELEFAX SERVICES,0.03591676
..REGION IX (ZAMBOANGA PENINSULA),Telephone and telefax services (S),0.03591676
..REGION IX (ZAMBOANGA PENINSULA),RECREATION AND CULTURE,0.03357454
..REGION IX (ZAMBOANGA PENINSULA),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.00672136
..REGION IX (ZAMBOANGA PENINSULA),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.00655156
..REGION IX (ZAMBOANGA PENINSULA),Photographic and cinematographic equipment and optical instruments (D),..
..REGION IX (ZAMBOANGA PENINSULA),Information processing equipment (D),0.00007076
..REGION IX (ZAMBOANGA PENINSULA),Recording media (SD),0.00009904
..REGION IX (ZAMBOANGA PENINSULA),"Repair of audio-visual, photographic and information processing equipment (S)",..
..REGION IX (ZAMBOANGA PENINSULA),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,..
..REGION IX (ZAMBOANGA PENINSULA),Musical instruments and major durables for indoor recreation (D),..
..REGION IX (ZAMBOANGA PENINSULA),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00132597
..REGION IX (ZAMBOANGA PENINSULA),"Games, toys and hobbies (SD)",0.00080920
..REGION IX (ZAMBOANGA PENINSULA),"Equipment for sport, camping and open-air recreation (SD)",0.00000892
..REGION IX (ZAMBOANGA PENINSULA),"Gardens, plants and flowers (ND)",0.00015402
..REGION IX (ZAMBOANGA PENINSULA),Pets and related products (ND),0.00035383
..REGION IX (ZAMBOANGA PENINSULA),RECREATIONAL AND CULTURAL SERVICES,0.00193412
..REGION IX (ZAMBOANGA PENINSULA),Recreational and sporting services (S),0.00004174
..REGION IX (ZAMBOANGA PENINSULA),Cultural services (S),0.00157155
..REGION IX (ZAMBOANGA PENINSULA),Games of chance (S),0.00032083
..REGION IX (ZAMBOANGA PENINSULA),NEWSPAPERS. BOOKS AND STATIONERY,0.02359309
..REGION IX (ZAMBOANGA PENINSULA),Books (SD),0.00042855
..REGION IX (ZAMBOANGA PENINSULA),Newspapers and periodicals (ND),0.00000998
..REGION IX (ZAMBOANGA PENINSULA),Miscellaneous printed matter (ND),0.00032692
..REGION IX (ZAMBOANGA PENINSULA),Stationery and drawing materials (ND),0.02282764
..REGION IX (ZAMBOANGA PENINSULA),EDUCATION,0.03652361
..REGION IX (ZAMBOANGA PENINSULA),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.00528519
..REGION IX (ZAMBOANGA PENINSULA),Pre-primary education services (S),0.00107717
..REGION IX (ZAMBOANGA PENINSULA),Primary education services (S),0.00420802
..REGION IX (ZAMBOANGA PENINSULA),SECONDARY (HIGH SCHOOL) EDUCATION,0.00340601
..REGION IX (ZAMBOANGA PENINSULA),Secondary education services (S),0.00340601
..REGION IX (ZAMBOANGA PENINSULA),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,..
..REGION IX (ZAMBOANGA PENINSULA),Post-secondary non-tertiary education services (S),..
..REGION IX (ZAMBOANGA PENINSULA),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.02781837
..REGION IX (ZAMBOANGA PENINSULA),First stage of tertiary education services (S),0.02691708
..REGION IX (ZAMBOANGA PENINSULA),Second stage of tertiary education services (S),0.00090129
..REGION IX (ZAMBOANGA PENINSULA),EDUCATION NOT DEFINABLE BY LEVEL,0.00001404
